order_id,status
776620,cancelled
896461,delivered
739058,in_transit
294644,cancelled
748195,in_transit
595728,delivered
442971,delayed
505434,delivered
121327,delayed
867396,delayed
903031,delivered
77356,in_transit
555686,delivered
676955,delivered
843917,delivered
389010,in_transit
122721,in_transit
378107,delivered
941721,cancelled
771959,delayed
757908,delayed
512693,cancelled
346769,in_transit
308015,in_transit
411393,in_transit
965242,cancelled
719876,cancelled
345577,delivered
956058,cancelled
135882,cancelled
881870,delivered
170647,cancelled
32561,delivered
727071,delayed
935957,cancelled
638949,in_transit
916758,delivered
186357,in_transit
309462,in_transit
191636,cancelled
967483,delayed
773555,cancelled
310814,cancelled
73521,cancelled
478385,cancelled
643156,cancelled
304572,delivered
628652,delivered
420045,delivered
191486,delivered
125246,in_transit
252704,cancelled
841525,in_transit
303312,delivered
968974,delayed
505692,delayed
211388,delayed
44266,cancelled
143228,delayed
350535,delivered
198551,delayed
966154,delivered
304221,cancelled
484192,delivered
336012,in_transit
329085,delayed
872296,delivered
655362,cancelled
643221,delivered
800928,delivered
533537,in_transit
135249,delivered
252046,in_transit
312767,delayed
250719,in_transit
926635,delivered
322749,cancelled
64106,delayed
333250,cancelled
601719,cancelled
842593,delayed
626917,delayed
802612,cancelled
687019,in_transit
596890,delivered
479892,cancelled
979154,in_transit
34397,delayed
445676,cancelled
137236,cancelled
807162,delayed
179575,delivered
674416,in_transit
814805,cancelled
554275,delivered
994023,delivered
507750,in_transit
432726,delayed
849035,in_transit
232593,in_transit
911607,cancelled
886055,cancelled
899754,in_transit
106254,delivered
293149,delivered
221064,delayed
64444,delivered
305872,delivered
588538,cancelled
336786,delivered
7466,delivered
714463,cancelled
855717,in_transit
919568,in_transit
632530,delivered
956987,delayed
276901,cancelled
457691,delivered
138033,delayed
445789,in_transit
28370,delivered
873735,delivered
304899,cancelled
983062,cancelled
106078,cancelled
659048,in_transit
66933,cancelled
977336,delivered
400493,delayed
814634,delayed
683738,in_transit
505340,delayed
790183,delivered
436150,in_transit
258493,in_transit
546842,cancelled
995082,cancelled
559155,in_transit
107487,delayed
608106,in_transit
7506,delayed
49730,cancelled
610843,cancelled
240274,cancelled
285316,cancelled
207032,delayed
206772,delayed
389945,delivered
712212,delivered
306855,cancelled
423803,cancelled
619892,delivered
183979,delivered
908437,cancelled
830166,delayed
302657,delivered
888054,delayed
954983,delayed
43494,in_transit
626313,delivered
34589,cancelled
861394,in_transit
896790,delivered
13651,delivered
305198,delayed
884350,delivered
497374,delivered
122768,cancelled
374034,delayed
321615,cancelled
58610,in_transit
488002,in_transit
326893,delivered
672085,delayed
493457,cancelled
879531,in_transit
153133,cancelled
566004,cancelled
603169,delayed
694759,cancelled
848857,delivered
518741,cancelled
26961,in_transit
911238,delayed
136588,delayed
672397,delayed
41511,cancelled
911317,in_transit
184707,in_transit
776289,cancelled
765637,delivered
369399,delayed
392642,delivered
277036,delayed
763324,in_transit
403486,delayed
619148,cancelled
981878,in_transit
352542,delivered
381105,delayed
757732,cancelled
949338,in_transit
164015,delivered
102692,in_transit
517882,cancelled
277383,delivered
692167,in_transit
587500,delivered
996561,delayed
353695,in_transit
195879,in_transit
893219,delayed
956667,in_transit
421199,delivered
430584,delayed
711206,in_transit
445083,in_transit
641345,delayed
477622,cancelled
521103,delayed
496707,cancelled
575349,delivered
923338,delayed
775294,delivered
41165,delivered
489390,delivered
417470,cancelled
237291,in_transit
123143,cancelled
766469,delayed
275823,delayed
85114,delayed
148491,cancelled
804794,delivered
982022,delivered
12038,delivered
398315,cancelled
378298,delivered
491134,cancelled
615205,delayed
463011,delivered
579262,cancelled
166433,in_transit
543355,in_transit
193469,delayed
485771,delayed
419162,delivered
66191,delivered
360499,cancelled
334912,cancelled
928231,delayed
265359,in_transit
889146,in_transit
375187,in_transit
679050,in_transit
597621,delivered
433075,delivered
334137,delayed
578740,delayed
857626,in_transit
781039,in_transit
135848,in_transit
298952,delivered
296737,delayed
225946,in_transit
12398,cancelled
928834,delivered
71361,delivered
273127,in_transit
745736,delayed
108273,delivered
79694,in_transit
978544,delayed
959963,in_transit
375358,cancelled
142867,in_transit
944688,delivered
684912,delivered
491877,cancelled
259020,delayed
776969,delivered
580190,in_transit
480801,cancelled
327633,delivered
125161,delivered
438383,cancelled
907302,cancelled
102027,in_transit
425250,delivered
900545,in_transit
646510,in_transit
124191,delivered
731576,delivered
27126,delayed
222173,delivered
407410,cancelled
442944,in_transit
241301,delayed
173915,cancelled
953245,delayed
132687,in_transit
356532,delayed
919622,in_transit
771922,in_transit
37410,delivered
241129,delivered
415758,delayed
562428,cancelled
989463,cancelled
226410,delayed
558102,delayed
43803,delivered
747077,delivered
947668,cancelled
209082,delivered
450467,in_transit
278849,in_transit
548892,cancelled
602410,delayed
134912,delayed
120319,cancelled
904954,in_transit
97525,in_transit
199635,in_transit
185803,delayed
971884,delayed
521120,cancelled
242017,in_transit
720380,in_transit
428801,in_transit
400742,in_transit
817370,delayed
898532,cancelled
156498,cancelled
38386,delivered
896840,delivered
402145,cancelled
545148,cancelled
570057,in_transit
103230,delayed
862595,delayed
158202,in_transit
530742,delayed
424967,delivered
821306,in_transit
404726,cancelled
878858,in_transit
544084,delayed
963033,in_transit
326549,delivered
266466,delivered
805272,in_transit
615276,cancelled
618015,cancelled
60882,delayed
125680,delivered
304729,cancelled
380461,delayed
325147,delayed
536592,cancelled
15540,in_transit
825240,in_transit
844053,delayed
36785,in_transit
846090,cancelled
603854,in_transit
376981,delayed
809938,delivered
98368,delayed
283443,delayed
352092,delayed
838645,in_transit
92784,cancelled
631955,in_transit
505720,cancelled
107745,delivered
730633,delayed
329995,delivered
178983,in_transit
701514,delayed
377315,in_transit
121110,in_transit
573701,in_transit
43732,delayed
581523,delayed
463441,delayed
146812,delayed
653703,cancelled
728115,delayed
306562,delayed
319051,delivered
637498,delayed
644091,in_transit
989147,delayed
178221,delayed
843875,delivered
824657,in_transit
896095,delivered
883080,delayed
276779,in_transit
353552,in_transit
430145,cancelled
102465,in_transit
412037,delayed
380232,cancelled
452993,in_transit
768157,delayed
2681,delivered
677594,in_transit
99093,in_transit
712661,delivered
999121,in_transit
99986,delayed
797545,cancelled
436274,in_transit
881506,in_transit
88322,cancelled
316537,in_transit
834776,delayed
24766,cancelled
373643,in_transit
760545,cancelled
643895,in_transit
957573,cancelled
728884,delayed
938403,in_transit
510853,delivered
3113,cancelled
518401,cancelled
760435,cancelled
603485,delivered
778956,in_transit
481507,delivered
62555,delayed
812819,cancelled
88101,delivered
630573,cancelled
565459,delivered
875493,delivered
566855,delivered
340509,cancelled
743914,delivered
996069,cancelled
631839,cancelled
987862,delivered
335427,delayed
968824,in_transit
647894,delivered
838754,delayed
135083,cancelled
45430,delayed
731065,in_transit
451103,delayed
364413,delayed
9415,delivered
997565,delivered
183220,delayed
147022,in_transit
291073,in_transit
439438,delivered
28073,delayed
789804,cancelled
124168,cancelled
687130,cancelled
732283,delivered
911609,delayed
113907,delivered
390940,delayed
955412,cancelled
632239,cancelled
833778,delivered
452366,cancelled
557260,delayed
970744,cancelled
774437,delayed
738644,in_transit
149863,in_transit
950379,in_transit
45844,cancelled
520475,delivered
456107,delayed
660881,delayed
322969,cancelled
897430,delivered
323995,delivered
97963,delayed
355477,delivered
402893,delayed
848185,delayed
934346,in_transit
386286,cancelled
653716,cancelled
898047,cancelled
508851,in_transit
327140,delivered
694903,delivered
980112,delayed
881662,in_transit
322751,delayed
576385,delayed
135184,delayed
833177,cancelled
619791,in_transit
181380,delivered
687166,delayed
225242,in_transit
298555,in_transit
37940,in_transit
188933,cancelled
228536,cancelled
364891,in_transit
447902,cancelled
106811,delayed
334565,in_transit
784610,delayed
823230,in_transit
323114,in_transit
136633,delivered
108170,in_transit
732559,delivered
922954,in_transit
299034,in_transit
940762,delivered
392468,cancelled
202292,cancelled
854202,in_transit
20947,delivered
511444,in_transit
296817,cancelled
377404,delivered
399468,delivered
76022,cancelled
50135,cancelled
861567,delivered
304239,delayed
916674,delivered
927342,in_transit
949514,delayed
779904,delayed
118764,delayed
816723,delivered
825421,in_transit
638291,delayed
363777,delayed
542462,delivered
778142,in_transit
447050,delivered
625341,delivered
57604,cancelled
309779,cancelled
284076,cancelled
517212,delivered
125703,delayed
252831,cancelled
15841,in_transit
506163,delayed
824854,cancelled
790732,delayed
421402,in_transit
651820,delivered
478848,delivered
288237,cancelled
277391,in_transit
160257,in_transit
238014,delivered
79596,in_transit
611037,in_transit
655000,delayed
711089,delivered
488311,in_transit
702990,in_transit
277779,delayed
98542,in_transit
389873,delayed
86521,delayed
346734,delivered
757141,delayed
500147,delayed
372252,delivered
958905,delayed
732774,delayed
682611,in_transit
534108,delayed
498189,delayed
167095,in_transit
761219,in_transit
202741,in_transit
985703,delivered
814704,delayed
9021,delivered
11904,delayed
611621,delivered
340326,in_transit
410947,in_transit
957576,delayed
586367,delivered
123433,delivered
317110,in_transit
96551,delayed
399347,delayed
289994,delivered
521371,in_transit
845668,delayed
760872,cancelled
788455,cancelled
938021,delivered
588563,delivered
756519,delayed
544750,cancelled
196123,delayed
663890,cancelled
368161,delayed
48170,delivered
287493,cancelled
813992,delivered
136882,delivered
465710,cancelled
305155,cancelled
171133,delivered
794729,cancelled
268914,delayed
302710,cancelled
549488,delayed
37296,delayed
443806,delivered
248201,cancelled
666685,delivered
823875,delayed
713072,in_transit
807371,cancelled
459700,delayed
258128,delivered
885466,in_transit
632058,cancelled
500868,delivered
928443,delivered
380024,in_transit
943521,in_transit
190836,in_transit
262860,cancelled
530486,cancelled
310373,delivered
639370,in_transit
551445,delivered
867887,cancelled
551518,in_transit
131505,cancelled
562209,delayed
82252,delivered
489722,delayed
570273,delivered
366862,cancelled
98238,delivered
34791,delivered
292297,in_transit
45328,cancelled
168381,delayed
674215,delivered
750633,delayed
32865,delayed
890252,cancelled
326126,delivered
761573,cancelled
948625,delivered
866191,in_transit
123339,in_transit
901214,cancelled
572355,cancelled
621098,delivered
321739,in_transit
623625,in_transit
965437,in_transit
533892,in_transit
758473,delivered
840044,delayed
105614,in_transit
449319,delayed
772577,delivered
110601,delayed
818137,cancelled
69278,in_transit
278859,delayed
22980,delivered
341815,delayed
36028,in_transit
502017,in_transit
755061,delayed
956761,cancelled
860050,delivered
24893,in_transit
435987,delayed
235155,delayed
943426,delayed
87065,delayed
510836,delivered
409209,delivered
370344,delayed
693762,delayed
351145,cancelled
129665,delayed
2825,delayed
633810,in_transit
541247,cancelled
524961,delivered
699638,cancelled
970608,in_transit
388980,delayed
111027,delivered
391879,in_transit
572134,cancelled
234801,in_transit
97537,delivered
770816,in_transit
489490,delivered
269890,cancelled
892290,delivered
460268,in_transit
412897,cancelled
170737,delayed
877736,delayed
43374,in_transit
909721,in_transit
601928,in_transit
467751,cancelled
554449,in_transit
518042,cancelled
41976,cancelled
481354,in_transit
886975,cancelled
666816,cancelled
109007,in_transit
583872,delivered
699853,delayed
571294,in_transit
748349,delivered
813704,cancelled
814480,in_transit
888592,delivered
868908,in_transit
278027,cancelled
29743,delivered
160473,delivered
137549,in_transit
124860,cancelled
711145,in_transit
678036,delayed
705635,in_transit
193477,delayed
127643,delayed
88266,in_transit
321568,in_transit
529846,in_transit
304316,in_transit
701287,delayed
506920,delivered
672947,in_transit
234979,cancelled
651063,cancelled
359846,delivered
48807,cancelled
494158,cancelled
756131,in_transit
688808,delayed
88448,delayed
415478,delayed
639883,delayed
14689,cancelled
208674,cancelled
280766,delivered
579435,delivered
297935,cancelled
980277,cancelled
859269,cancelled
963575,delayed
585549,delayed
137258,delivered
725711,in_transit
54953,in_transit
562623,delivered
540323,delivered
760621,cancelled
834746,in_transit
177275,in_transit
638601,delayed
534602,delivered
129247,delivered
561956,cancelled
898881,delayed
646971,in_transit
341182,delivered
688630,cancelled
942716,delivered
386574,cancelled
462422,delivered
752861,cancelled
425555,in_transit
225697,delayed
671627,in_transit
560080,delayed
691126,delayed
354788,cancelled
974374,in_transit
904443,delivered
51857,delayed
771407,delayed
567439,cancelled
947185,in_transit
884798,in_transit
632907,delayed
553671,delayed
120617,delivered
489892,delivered
63606,in_transit
900977,cancelled
102336,in_transit
973746,delivered
683475,cancelled
56912,delayed
100865,delivered
53408,delivered
879773,in_transit
802279,delivered
2848,in_transit
205207,delivered
227763,delivered
412228,delayed
176105,in_transit
746300,in_transit
307053,cancelled
254998,in_transit
11118,cancelled
112566,in_transit
24410,delayed
544035,cancelled
580244,delayed
303513,cancelled
423341,cancelled
754124,cancelled
778494,cancelled
10097,delayed
347551,in_transit
194694,delayed
901048,cancelled
278777,delivered
189810,cancelled
451009,in_transit
361843,delayed
765425,delivered
832143,in_transit
252675,in_transit
263975,delayed
651396,delivered
80506,cancelled
318736,cancelled
837543,delivered
842649,cancelled
418953,delivered
850395,in_transit
574401,delayed
500687,delivered
255596,in_transit
763581,delivered
644820,delivered
802243,in_transit
77248,delayed
567092,delivered
849634,delivered
673903,delayed
802001,cancelled
148580,in_transit
356465,delivered
975758,delayed
187730,delayed
538370,delivered
579394,in_transit
46808,delivered
199210,delivered
828287,delayed
923264,delivered
905128,delayed
917755,delivered
969758,delivered
544409,in_transit
120097,in_transit
193903,delivered
516086,delayed
802155,delayed
524420,cancelled
150247,delayed
562754,cancelled
781446,delayed
420794,delivered
533348,in_transit
327576,delayed
713836,delivered
735948,in_transit
146526,in_transit
336684,cancelled
562815,delayed
94684,cancelled
385345,delivered
356809,delivered
411003,in_transit
855016,in_transit
916207,delivered
955948,delivered
112690,in_transit
111939,delivered
132727,cancelled
237128,cancelled
961569,cancelled
746341,in_transit
600939,delayed
18582,delivered
679885,in_transit
710261,in_transit
405554,delayed
485535,in_transit
25712,cancelled
329736,cancelled
249098,cancelled
402333,in_transit
616963,in_transit
188684,cancelled
152416,delayed
948533,delivered
961680,cancelled
581510,delayed
984835,delayed
593300,delayed
611977,in_transit
938754,delivered
763522,delivered
521815,delivered
981030,cancelled
976051,delivered
456315,in_transit
551701,in_transit
486308,delivered
165568,in_transit
438613,delivered
503329,in_transit
389001,delivered
75509,in_transit
176483,delayed
751178,delivered
612483,in_transit
508808,delivered
430890,in_transit
461095,in_transit
83767,in_transit
450310,delivered
614869,delivered
429396,delivered
636602,in_transit
299979,in_transit
311742,cancelled
313697,in_transit
93622,delayed
375636,cancelled
37402,cancelled
301059,delayed
215371,delivered
284818,cancelled
729360,in_transit
276006,in_transit
890946,cancelled
930268,cancelled
631626,delivered
402960,in_transit
864807,delayed
232354,cancelled
459129,delivered
751226,cancelled
404845,in_transit
818773,cancelled
310653,delivered
257975,in_transit
498149,in_transit
11934,cancelled
67133,cancelled
247527,delayed
254316,delivered
18247,in_transit
668439,cancelled
21748,in_transit
787122,in_transit
284932,cancelled
877561,cancelled
813373,delayed
816981,cancelled
426078,in_transit
782429,in_transit
76723,delayed
194354,in_transit
503968,cancelled
344589,delivered
634198,cancelled
585846,cancelled
879984,delivered
549731,cancelled
73249,in_transit
444426,in_transit
27217,in_transit
309102,in_transit
473850,cancelled
133545,delayed
802016,cancelled
366832,delayed
404827,in_transit
906557,in_transit
587780,delivered
257138,in_transit
52942,in_transit
672181,delivered
792806,delayed
55394,delayed
5937,delayed
420720,delivered
494742,delayed
891403,delivered
941825,delayed
529255,cancelled
438633,delayed
761751,delivered
775150,cancelled
576434,delayed
452148,delayed
724685,cancelled
411870,delivered
134080,cancelled
844230,cancelled
732727,delayed
259389,cancelled
630025,delayed
681082,delivered
443459,delivered
742292,cancelled
832054,cancelled
548288,cancelled
384356,delivered
416363,delivered
682454,delivered
871121,delivered
922946,delivered
721571,delayed
959903,delayed
211368,in_transit
278887,delivered
838324,delayed
91338,in_transit
837782,delayed
625766,in_transit
87150,delayed
395356,delivered
89221,delivered
978185,delayed
614548,in_transit
592214,cancelled
815002,in_transit
52313,in_transit
464796,cancelled
397313,cancelled
405624,delayed
265158,cancelled
441958,in_transit
780987,delayed
67248,delayed
519588,delivered
381584,cancelled
999951,cancelled
892328,cancelled
85924,in_transit
845889,delivered
331047,delayed
891079,delayed
405196,delayed
157352,delivered
56385,delayed
478862,cancelled
313297,delayed
989403,delivered
932818,delivered
905696,delayed
800639,delayed
674439,delayed
883260,cancelled
784080,delayed
224567,cancelled
138666,delivered
628886,delivered
934387,delayed
55378,delivered
860412,in_transit
810762,delivered
476788,delayed
969454,delayed
110530,delivered
629166,delivered
476838,delivered
63854,delivered
834486,delivered
996923,delayed
949353,cancelled
370407,in_transit
415660,delivered
264631,delivered
578964,delayed
780921,cancelled
565286,cancelled
347117,delayed
774858,delivered
266084,cancelled
92405,delivered
126899,delivered
847476,cancelled
571270,in_transit
240952,cancelled
369869,in_transit
139811,delivered
188365,delayed
494801,delivered
159901,cancelled
708688,delivered
177077,delayed
635389,cancelled
575407,delayed
841714,delayed
846257,in_transit
162702,delayed
841532,cancelled
864903,in_transit
860017,delivered
29795,delivered
499105,delayed
544818,in_transit
336219,in_transit
896961,in_transit
459327,cancelled
661456,delayed
252854,delayed
328491,delivered
850470,delayed
129572,delivered
716397,in_transit
932021,delayed
415401,in_transit
904062,cancelled
47655,delivered
622011,delivered
600033,in_transit
360552,cancelled
966852,delivered
855328,cancelled
690334,delayed
288275,delayed
812528,delivered
265377,cancelled
937785,in_transit
85725,cancelled
518276,in_transit
256311,in_transit
493447,in_transit
615372,delivered
561465,cancelled
819059,in_transit
46908,delayed
497758,delayed
387721,cancelled
780441,delivered
413457,cancelled
100543,in_transit
907512,delayed
978307,in_transit
627203,cancelled
409060,delayed
74308,in_transit
23583,in_transit
780234,cancelled
77066,delayed
924306,cancelled
610156,delayed
963140,delivered
916258,cancelled
692883,cancelled
27945,delayed
747101,delayed
38064,delivered
947242,in_transit
956669,delayed
332575,delivered
476435,in_transit
569150,delivered
268128,delivered
476287,cancelled
880584,in_transit
832567,delayed
668598,delayed
471385,delivered
394137,cancelled
131547,cancelled
831626,in_transit
220071,cancelled
565628,delivered
901397,in_transit
799489,delivered
869629,delayed
420305,delayed
310693,in_transit
173077,delayed
631715,delivered
575862,cancelled
404735,in_transit
770330,delayed
734400,delivered
746221,delayed
19923,in_transit
402448,delayed
425576,delivered
984793,in_transit
172151,delayed
989720,in_transit
35458,delayed
879903,delayed
312372,delayed
974860,delivered
745422,delayed
793943,in_transit
107797,in_transit
827200,in_transit
70289,cancelled
748434,in_transit
319415,delivered
961298,delayed
821432,delayed
730663,delivered
70918,delivered
657535,in_transit
131055,delayed
51653,delivered
692912,cancelled
705593,cancelled
664676,in_transit
413761,delivered
929376,cancelled
145712,in_transit
909417,delivered
836745,cancelled
124777,cancelled
963416,in_transit
420286,delivered
241723,delayed
26787,delivered
106892,delivered
371685,cancelled
558602,cancelled
95624,delivered
161741,cancelled
773280,delivered
133961,delivered
107259,delivered
573519,cancelled
320610,in_transit
536402,in_transit
417876,cancelled
273104,delayed
230535,delivered
476705,delivered
125648,cancelled
744930,cancelled
987835,delivered
617084,delivered
959819,delivered
541343,cancelled
132812,delayed
494633,delayed
129396,delayed
616113,in_transit
316673,delivered
689188,delayed
638949,cancelled
914976,delayed
233249,delayed
777873,cancelled
786036,in_transit
378337,cancelled
864180,delivered
536260,cancelled
211555,delivered
514017,delayed
751941,in_transit
956489,in_transit
449184,delivered
970174,delayed
651531,in_transit
495956,delayed
254737,delayed
186781,in_transit
628555,delivered
147958,cancelled
534861,delivered
400671,in_transit
391998,delivered
743801,delivered
854050,cancelled
279115,delivered
779023,delayed
301401,in_transit
284543,cancelled
796279,cancelled
241141,in_transit
284720,cancelled
29425,delayed
254060,in_transit
565770,delivered
402552,cancelled
612230,delivered
847215,delayed
571845,cancelled
317705,cancelled
116005,delayed
445760,delivered
103224,delayed
823806,delayed
953455,delivered
39095,delayed
266209,delayed
149983,in_transit
167533,delayed
759047,cancelled
942777,delivered
188611,delivered
372113,delivered
581693,delivered
60760,delivered
746306,in_transit
291097,delayed
679222,delayed
933758,delivered
822780,cancelled
522663,delayed
874975,delivered
783591,cancelled
241220,in_transit
29902,delivered
638120,delivered
390,cancelled
963576,delayed
752985,delayed
466599,delayed
582876,delivered
195564,in_transit
314258,delayed
678938,delayed
467589,delayed
7914,in_transit
223954,delayed
46709,delivered
204897,delivered
873142,cancelled
827837,delivered
324523,delivered
434155,delayed
822840,delayed
508023,in_transit
167137,delivered
476727,cancelled
628912,cancelled
724431,delivered
286233,in_transit
172410,cancelled
510831,in_transit
204044,in_transit
327887,delivered
529906,delayed
312455,delayed
913901,delayed
933649,cancelled
942613,delivered
189478,in_transit
351471,delayed
310669,in_transit
240904,cancelled
953844,cancelled
128534,in_transit
435356,delayed
119563,delayed
673831,cancelled
843290,in_transit
667634,cancelled
992196,delayed
343319,delayed
783487,cancelled
348889,in_transit
661352,in_transit
134841,cancelled
833966,cancelled
537273,delivered
156786,delivered
7802,delivered
735364,cancelled
157417,delivered
82664,in_transit
531105,delivered
450550,delivered
338720,delayed
801587,cancelled
431028,delivered
906953,in_transit
45076,delayed
975308,delayed
79573,delivered
911513,in_transit
869101,delayed
485973,in_transit
867472,in_transit
348402,delivered
139121,delayed
874777,cancelled
338258,delivered
604451,delivered
827125,delayed
302378,delayed
514690,cancelled
265157,cancelled
778792,delayed
326994,cancelled
188513,delivered
582666,cancelled
671703,in_transit
215454,delayed
469833,cancelled
485628,delivered
544438,cancelled
874776,cancelled
669728,delayed
108277,delayed
401267,delayed
770853,delivered
909098,in_transit
238600,delivered
716946,delivered
369260,cancelled
600009,delivered
136838,cancelled
790798,delivered
342672,cancelled
387373,in_transit
813908,delayed
783010,in_transit
870541,delivered
8905,delivered
73593,in_transit
902574,in_transit
162998,delivered
36830,delayed
132915,delivered
497685,delivered
857266,delivered
671713,delivered
343425,in_transit
466818,cancelled
855616,in_transit
631105,delivered
275453,cancelled
297099,in_transit
384074,cancelled
973024,delayed
401992,cancelled
53082,in_transit
257465,in_transit
127456,delivered
944957,cancelled
160912,in_transit
165130,delivered
74176,delivered
756983,cancelled
175575,delayed
877162,delayed
660377,in_transit
776975,in_transit
424539,delivered
595619,delayed
608972,cancelled
899101,delivered
741449,cancelled
319108,cancelled
912329,in_transit
657209,in_transit
152423,delivered
24099,in_transit
5816,delivered
363560,cancelled
272504,delayed
660231,cancelled
478345,cancelled
452147,delivered
900230,in_transit
709737,cancelled
456792,delivered
322020,cancelled
532021,delivered
420046,delayed
232856,cancelled
192889,delivered
854698,cancelled
727797,delayed
113713,delayed
453959,in_transit
133902,delivered
937056,delivered
857786,in_transit
988963,delayed
870070,delayed
733525,delivered
572328,delivered
6575,delayed
806283,delivered
133355,in_transit
365219,delivered
207578,delayed
931559,in_transit
465917,delayed
454698,delayed
511850,delayed
781600,delayed
460459,delayed
227085,delayed
944754,cancelled
956602,in_transit
665726,in_transit
826022,delivered
460470,in_transit
536311,cancelled
326460,in_transit
40909,delayed
923368,delayed
143208,in_transit
44011,cancelled
46049,delayed
449027,in_transit
485128,cancelled
429715,delivered
380666,cancelled
752481,cancelled
684540,delayed
46028,delayed
674013,cancelled
98187,delivered
809862,delayed
970104,in_transit
823029,delivered
877416,delayed
778168,cancelled
28522,delayed
928386,in_transit
853629,delivered
207103,in_transit
403213,cancelled
996684,in_transit
175101,delivered
261726,delayed
575163,delivered
376271,delayed
606743,cancelled
496887,delivered
627780,delayed
168466,in_transit
912939,delayed
4654,in_transit
597422,delivered
409211,delivered
444114,delivered
422531,cancelled
132367,cancelled
389963,delayed
284873,delayed
898766,in_transit
526967,cancelled
41214,delivered
370159,delayed
898319,in_transit
120261,delivered
784263,in_transit
859549,delivered
844554,cancelled
940139,delayed
59367,in_transit
459629,delayed
189482,delivered
374,delayed
693917,cancelled
413758,delayed
501116,in_transit
232891,in_transit
766072,cancelled
798121,delayed
901903,in_transit
294055,cancelled
886713,delivered
413549,cancelled
216421,delivered
704990,delayed
501282,delayed
690926,in_transit
852604,cancelled
890890,cancelled
507925,delivered
11460,in_transit
172195,in_transit
488124,delivered
926842,cancelled
107710,in_transit
22448,delivered
586706,cancelled
299842,delayed
249163,in_transit
672717,cancelled
471319,delayed
554745,delivered
887216,delayed
63208,delivered
678216,in_transit
401042,in_transit
646793,in_transit
770558,in_transit
803669,delayed
204142,delayed
757437,delayed
704552,in_transit
657351,cancelled
189316,delayed
378741,delayed
62879,delivered
906615,delivered
759790,delivered
858892,delivered
813524,cancelled
548853,cancelled
59596,in_transit
116595,cancelled
601373,delivered
63097,in_transit
317152,delayed
640910,delayed
723632,delayed
432104,delivered
308726,cancelled
262920,delayed
630469,in_transit
481598,delayed
981716,in_transit
437945,in_transit
989461,cancelled
369025,in_transit
886642,delivered
772221,cancelled
445244,delayed
267313,in_transit
730798,cancelled
27422,in_transit
367757,delivered
594277,delayed
168456,cancelled
897259,delayed
653123,in_transit
47260,delayed
593555,delivered
505464,in_transit
550762,delivered
64945,in_transit
648896,in_transit
629106,in_transit
91246,delivered
225111,delivered
893782,in_transit
111892,in_transit
833541,cancelled
47413,cancelled
791858,delivered
255303,delivered
772656,delayed
747624,delivered
817167,delivered
620214,cancelled
159065,delivered
941898,delivered
742177,delivered
609984,in_transit
832197,delivered
149636,cancelled
483439,delayed
849161,in_transit
894187,delivered
452460,in_transit
52280,cancelled
27950,in_transit
445325,cancelled
982654,delayed
243304,in_transit
638834,delayed
947363,cancelled
26019,cancelled
780519,delivered
787321,cancelled
444966,delivered
186846,delayed
509297,delayed
440503,cancelled
427054,delayed
442394,delayed
688161,in_transit
91640,in_transit
584824,cancelled
371122,delayed
